Timestamp,EMG (mV),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Label (Gesture),PAM Pressure (kPa),Valve State (0/1),Airflow Rate (L/min),Muscle Contraction (%)
1738851054,620,0.288262844,-0.033951839,9.5611483,-0.117125287,0.089803241,-0.197961566,1,49.96320951,1,1.026041183,79.6537291
1738852139,737,-0.78577478,0.670087329,9.827312346,-0.025303957,-0.429851787,0.470007643,4,96.05714451,0,4.729244556,48.15223515
1738852206,802,0.488903112,0.713845386,9.601265371,0.260137781,-0.487536653,-0.396764272,3,78.55951534,0,3.324686239,11.7308189
1738850608,476,0.126183792,0.270778942,9.841090254,-0.09298038,0.49529987,0.057017182,1,67.89267874,0,2.007075266,12.51857922
1738850258,929,-0.241081366,0.647714539,9.80436368,-0.034564629,-0.158569849,0.094921006,4,32.48149124,0,1.126724327,68.55652872
1738849659,827,0.430202021,0.633694364,9.371491407,0.095303412,0.399365198,-0.009683586,2,32.47956163,0,4.073113352,43.03058949
1738850142,671,0.049832948,0.743117793,9.290487262,-0.321855146,0.019651045,-0.458899,0,24.64668897,1,3.290327402,20.05247267
1738852021,708,-0.270913427,-0.027177106,9.98658778,0.307634413,0.053238325,0.375873927,2,89.29409166,0,2.900574914,49.15945467
1738851966,772,0.612339095,0.887315038,9.12522228,-0.090781122,0.342539972,0.269643823,1,68.08920094,1,4.522516624,6.420893708
1738851153,994,0.339270257,0.259787575,9.90709122,-0.392508758,-0.165066287,0.22061129,4,76.64580622,1,4.048687451,58.19714019
1738852017,777,-0.324442943,0.224618553,9.307039613,-0.460025996,0.022762407,-0.382328383,3,21.64675954,0,1.182536959,26.89934044
1738849781,593,0.900893671,-0.242417821,9.927427616,-0.227730382,0.047737824,-0.322302572,0,97.59278817,0,1.902749305,79.75591006
1738850468,581,-0.397064595,-0.960151157,9.771370251,-0.310539387,0.314337579,-0.492166775,3,86.59541126,1,1.618201129,31.03619589
1738850347,477,0.696372828,-0.985365952,9.097087435,-0.409149261,-0.347194705,0.174504515,1,36.98712885,0,3.847758317,45.52201491
1738852574,710,0.502602491,-0.212664261,9.510464022,0.033085752,0.238377441,-0.067577853,2,34.54599738,0,0.650895956,1.162053991
1738853096,386,-0.411187616,0.955362042,9.432876484,-0.150735808,0.138139028,0.010857739,3,34.67236079,1,3.064503582,7.244688779
1738850626,755,-0.656942904,-0.644363483,9.987730017,0.018673971,0.469284634,0.02771956,0,44.33937944,1,3.931064086,39.24935564
1738852904,836,-0.752644759,0.895777056,9.054622881,-0.169592135,-0.356291757,-0.084845799,2,61.98051453,0,4.445445365,47.99388347
1738851297,414,-0.606704298,0.382102928,9.786929375,0.361581319,-0.014026838,0.038644116,1,54.55560149,1,2.039367869,60.00205481
1738850637,605,-0.438229664,0.477014146,9.722852537,0.399131838,-0.004511956,-0.452644101,3,43.29833122,0,4.195657871,29.16625787
1738850479,705,0.245654626,0.26063613,9.742067752,-0.079106449,0.418344333,-0.228529189,1,68.94823158,0,0.997842816,69.49818861
1738852602,776,0.06699704,-0.680631447,9.204017933,-0.339877754,0.27289684,-0.430786563,0,31.15950885,0,4.309035313,86.01223972
1738850670,975,0.378679976,0.743259137,9.546712743,0.051702397,-0.312293844,-0.040562681,0,43.37157188,1,1.07369898,77.98509889
1738850195,486,-0.567798233,0.322624462,9.047318977,-0.425303102,0.009164878,0.058454467,4,49.30894746,1,2.287792808,3.961882535
1738854320,305,-0.833138366,0.62895745,9.448270719,0.077295067,-0.383579406,0.340963179,3,56.48559874,1,4.087829146,48.05069473
1738850054,576,0.740740773,0.00833379,9.290132196,0.483395666,-0.086501088,0.184067038,0,82.81407691,1,1.174628423,10.49301784
1738853619,489,0.490457565,0.329055959,9.76183402,-0.410575349,0.323520995,0.49167846,3,35.97390257,1,1.531631279,24.20450159
1738849886,333,-0.126264988,0.12555003,9.188439665,-0.302665247,-0.499768503,0.426625732,3,61.13875507,0,3.750136558,98.66625933
1738854237,549,-0.137428347,-0.143325619,9.284951924,-0.433575238,0.115172707,-0.429261725,0,67.39316551,0,3.740164414,14.24955429
1738850039,630,0.494494972,-0.011679144,9.375153944,0.192485672,-0.172018988,0.283636833,1,23.71603302,0,3.385164348,49.88881535
1738851515,322,-0.87590109,-0.130456732,9.708428787,0.227066866,-0.249166018,-0.232989108,2,68.60358815,0,3.622768,61.81557343
1738849946,893,-0.208583578,-0.389790254,9.169039344,-0.413023864,-0.264349763,-0.195817769,1,33.64192989,1,2.942259995,70.24649705
1738854395,720,-0.908721428,-0.714207739,9.343528896,0.471443967,-0.322047763,-0.001029446,0,25.20412744,0,1.633095765,55.96486835
1738854419,725,-0.572892898,0.903927425,9.778230224,-0.114189671,-0.253623775,-0.105737147,0,95.91084298,1,2.055631971,0.977084742
1738851308,781,0.219513022,-0.030711606,9.682487622,-0.04337668,0.296094496,-0.246986399,4,97.25056265,0,1.317189726,32.64613082
1738852068,350,-0.65702708,-0.495699606,9.877715665,-0.419330914,-0.248044033,-0.296667469,1,84.67178785,1,4.588027526,51.77116434
1738853138,493,-0.845122843,-0.189996038,9.563512162,-0.485295604,-0.108745842,0.050628502,0,44.36910153,1,3.125263076,8.786649914
1738853868,492,0.231266244,-0.145464397,9.621989008,-0.007708401,0.273886483,0.280410772,1,27.81376912,0,2.303831375,35.06269312
1738854519,374,-0.490853305,0.126188727,9.281644846,0.200459937,0.153451551,0.35961234,2,74.73864212,0,2.579026116,3.320310879
1738851652,452,0.730181108,-0.69344364,9.273481326,0.398891433,-0.277515155,-0.001115997,3,55.2121995,0,4.762775028,7.857849716
1738853152,554,-0.190922863,-0.888424356,9.842309853,-0.33242245,-0.093807833,0.288571988,0,29.76305879,0,1.190081314,39.69232762
1738853674,738,0.250002379,-0.023031057,9.458966919,-0.498238849,-0.193149113,0.152790495,3,59.61415281,1,3.138034244,13.2715754
1738849582,347,0.073782916,0.016764059,9.908632087,-0.008370191,0.102608381,0.413485014,1,22.75108169,0,2.776499055,56.75408483
1738849618,593,-0.047010347,-0.762007429,9.711757851,0.092224435,-0.347718777,-0.136962399,2,92.74563217,0,3.251544059,68.94649691
1738850391,884,-0.754769392,-0.130707022,9.383657732,-0.211173457,0.466361463,0.136860494,3,40.70239853,1,0.581495827,80.05866991
1738853459,857,0.316329826,0.259532649,9.399454665,-0.192795279,0.214328317,-0.229586954,1,73.00178275,0,4.42455759,20.01502442
1738853326,918,0.614275975,-0.227952367,9.802978029,-0.302212091,0.420007715,-0.21947103,0,44.93688609,0,4.694532271,16.74825823
1738854188,421,-0.02681935,0.530017046,9.438975376,-0.130093618,0.379329567,-0.388914357,3,61.60544169,0,3.043099326,10.45678403
1738852714,694,-0.142035706,0.853085884,9.693173096,-0.433838061,0.407789897,-0.113763104,2,63.73682235,0,3.634928707,63.64302495
1738852212,688,0.642024695,0.598872661,9.772601367,0.259673084,-0.449662618,-0.115096289,0,34.78835644,0,4.651247215,70.64757265
1738854168,882,0.212253679,0.06979212,9.347410269,0.041198291,0.393378534,0.307070108,0,97.56677022,1,3.682573854,3.158614483
1738854181,679,0.551867329,-0.360560796,9.958005244,-0.0443659,0.284762298,0.434514115,3,82.01062587,0,1.186425693,93.62122462
1738852004,791,-0.009808036,-0.316975156,9.43998816,0.045811316,0.334422099,0.339726676,1,95.15991533,0,3.093297621,5.197128365
1738852399,563,0.706558181,-0.096755268,9.996609515,-0.000338894,0.287504578,0.178601245,1,91.58618803,0,3.230217709,54.12963353
1738850697,516,-0.676904744,-0.89054514,9.485981113,-0.413541925,0.140999421,0.408892874,1,67.8319983,0,2.408588021,70.90605195
1738852631,861,0.33100765,-0.218519548,9.223113344,-0.398945096,0.12411662,0.193517838,3,93.7499388,0,3.81399906,87.09691237
1738850656,416,-0.95850009,-0.839669504,9.112777384,0.383238951,0.151814101,0.354830429,0,27.07940016,1,4.704651566,71.40869321
1738849721,870,0.617759341,-0.607799243,9.218201917,0.152824238,-0.406149072,0.119236532,4,35.67862899,0,4.665058308,80.17280831
1738851223,335,0.415733113,0.044049903,9.685554984,0.421036507,0.451599302,-0.216433808,1,23.61818311,1,2.528777171,33.94501925
1738852123,767,-0.450751857,-0.443903807,9.967210104,0.046704525,0.07312658,-0.386333953,0,46.02642646,1,1.009571206,81.48251137
1738851930,688,-0.567999162,0.168085956,9.839912353,-0.204878883,0.240313003,0.341507224,0,51.09418318,0,4.931785395,8.011484638
1738853948,867,-0.231578333,0.449300231,9.782801655,-0.248351348,0.128325485,0.302338778,0,41.70792254,0,4.275041389,89.48166561
1738853810,523,-0.775782267,0.571196606,9.320226207,0.000705328,0.496509628,-0.3633492,2,86.29900073,0,1.060982065,54.75923762
1738853415,824,-0.056879028,0.72887441,9.195477787,0.212155956,-0.217534447,0.003497609,4,48.54026614,0,4.643788472,81.729777
1738849576,448,0.475872015,-0.95953914,9.535663155,0.381684447,-0.176400997,0.136563451,4,42.47476077,1,4.414533629,45.23182845
1738852186,344,-0.319361265,0.444273596,9.65781824,-0.320816987,-0.396377099,-0.187572443,4,63.41568665,0,2.834771257,64.35776952
1738852893,830,0.821474654,0.630215894,9.79364013,-0.194644988,-0.429007319,-0.229817471,0,31.273938,0,3.160739461,52.64026609
1738851768,795,-0.199820073,-0.40305628,9.319595297,0.377079583,-0.473995906,0.027160568,0,84.17575846,0,2.295512167,73.15895218
1738853235,447,0.574082345,-0.402624482,9.098686495,-0.368494609,-0.24655788,-0.291752361,4,25.96405149,0,0.746427375,8.162998203
1738854277,572,-0.833637165,-0.04536624,9.176385128,0.114805307,0.375420571,-0.189857742,4,98.95095493,0,2.008387587,6.035208399
